income,fico,dti,loan_amnt,default
82513,550,21.241425798791976,20922,0
71097,341,32.89159350252031,15313,1
181351,725,51.83906118028098,31694,0
165476,380,15.333850094417299,10887,0
221094,787,49.60725522133197,21845,0
55198,561,23.192347587005646,1632,0
245295,694,9.967836830692473,25456,0
69997,547,73.83744361179747,33226,1
229764,629,8.793239217679142,29240,0
151639,847,68.15374757711592,36559,0
212104,397,58.948206651835534,15677,0
22179,444,26.80500657154015,24708,1
22019,426,58.83831902362371,27570,1
101455,603,24.709934612951933,20170,0
236311,678,64.54578435900358,35283,0
169776,446,12.538982393047924,48887,0
169102,380,7.4153245179896725,19566,0
146883,541,15.368397368092566,5449,0
89445,847,58.9199063156848,1498,0
93551,366,77.56952967811851,34431,1
23420,774,53.96876124093974,8154,0
79875,732,70.7599604828367,8091,0
198725,601,7.004766452864374,44313,0
36740,674,35.79069178526679,6250,0
85263,377,48.17371314771979,5930,1
125789,329,35.39509165143194,39691,0
246936,651,58.58590420514656,29405,0
215631,414,21.618769673818708,22102,0
39465,631,24.695839682819404,27930,0
202504,804,43.035385765715304,48869,0
24131,453,54.82927161352312,48904,1
30652,834,14.783299952357293,37790,0
216045,668,27.519006934609106,29822,0
238115,657,26.068314391502447,38284,0
198219,601,41.320323255101194,28605,0
67671,750,77.32090709648273,12442,1
109342,606,34.327309962918996,14579,0
39171,362,69.40836767452193,48841,1
237201,575,35.05068702709109,38804,0
206764,810,29.268789363678916,1109,0
78541,834,11.871541006945817,9654,0
29470,686,58.255709315131114,18227,1
212416,757,26.64739756434692,24085,0
64308,707,57.56985510446123,44799,0
201711,685,32.41251500606272,33581,0
172398,689,6.181462281560991,14821,0
155669,528,16.85135600240987,24410,0
122840,526,63.3111962267688,1356,1
181860,626,21.255446750841653,25440,0
216092,634,22.26158052271322,45876,0
69477,576,30.0014429803948,2354,0
128261,529,18.848238925014467,19111,0
122466,456,45.389957112945964,28952,1
53071,312,43.55758496335663,40031,1
221675,802,52.373808097018596,22221,0
212995,496,77.5163453612852,7250,0
90560,402,13.96283781416567,11170,0
224323,469,33.83512943371369,14987,0
208564,408,42.46268178418065,26426,0
182842,675,72.79385343309423,4169,0
96762,425,52.44153076471099,44736,1
186471,684,36.64196900907083,42146,0
230020,447,8.866158732646424,20030,0
208511,300,61.834947190055296,36930,1
195487,306,46.82864051519299,1966,1
163641,462,55.721581262220255,30659,0
22369,735,28.80494794057648,46430,0
129963,733,24.276755557315596,14370,0
248629,624,52.54620742683837,3701,0
20528,456,36.759963140503345,30710,1
128806,413,31.318862488295412,41003,1
181386,411,20.890592467308437,9600,0
122979,754,35.50265976740165,11988,0
169119,372,75.04811864551057,16083,1
39748,492,13.206106409108035,31344,1
55109,774,17.188805741739074,18566,0
33919,572,50.40725521853602,16630,1
67498,393,23.042506405463303,47496,1
75808,814,70.36759829874256,4405,0
231864,519,68.79018917130324,26381,0
90441,304,36.48985072589022,16045,1
133843,493,56.024944547287305,40065,1
94420,353,63.21412164475795,43975,1
179978,508,29.790591479849716,45599,0
127447,796,28.871094773936758,13434,0
222558,754,5.204108112961928,38244,0
86896,379,22.620603346767705,10905,1
123431,307,56.099549303825235,28673,1
173018,390,38.207686346341205,10930,0
67020,645,52.303684270316076,21044,0
225338,650,21.936740023203313,39064,0
42161,509,50.70075846899054,32401,1
47738,557,23.345408549766955,6782,0
154997,340,57.95734306287493,25119,1
159535,603,16.737540105937526,21914,0
77153,540,26.711451257324413,11790,0
234020,833,20.480218595965624,10230,0
81009,544,6.897968104426978,22186,0
107938,603,73.40605113115141,35375,1
119546,834,10.667981904501154,23313,0
242325,410,36.144457720356534,14171,0
192624,429,31.568277603432332,3095,0
76271,661,18.680943794321678,11926,0
29797,559,38.32498117553334,36373,1
106130,830,42.78654966130814,42513,0
91942,513,24.97738687921445,35992,0
138065,352,44.46221386733209,26205,1
33965,489,53.16261966244741,26030,1
33733,790,44.02361391705028,47934,0
204295,443,72.35471916701484,15840,0
147182,479,15.291504341864444,4637,0
177998,818,67.9267603668781,24186,0
179855,367,15.918348465460554,8978,0
103360,407,37.25668365836687,28722,1
187466,484,16.470682401587414,32336,0
128378,450,50.33989590076692,42043,1
215868,774,30.91989143215961,10080,0
48287,401,38.900257411582,46868,1
102104,438,17.30186157246916,7433,1
181508,687,40.50197628308712,42385,0
106916,788,60.22087243036153,46140,0
241404,357,75.08523034174321,28122,0
224639,387,26.308944593943576,14904,0
238555,421,37.54663745019864,48966,0
23188,543,63.71287530755133,41118,1
111205,366,46.83425392736913,30789,1
117349,593,60.48188395317049,28727,1
157837,429,63.87244998166474,19595,1
202698,339,60.02348192222038,33420,0
239779,511,76.40071102336054,15599,0
161879,355,59.87078968410377,3455,1
30204,590,13.938594098414832,27376,0
243674,651,65.08710161921925,45053,0
209016,421,11.684245995761408,2272,0
62120,394,34.77730052396795,26254,1
122903,727,31.33346224578281,36999,0
173730,748,16.75236207185158,37008,0
57081,643,13.057285686072749,11952,0
54986,847,26.702541046896116,31765,0
99322,302,56.48006795469832,17481,1
114819,329,20.43990680732726,35834,1
150015,554,77.75939543207646,15484,1
70304,344,5.382595012853942,7655,1
85592,476,47.676047418393274,47951,1
78548,521,46.91178551339126,24418,1
118447,421,25.5724263768048,29826,1
59986,574,49.661570334107935,45634,1
94095,611,47.08383373751051,13932,0
111594,717,56.59038380179936,45554,0
108281,628,70.49006112115815,42640,0
86151,402,12.536746284429096,32650,1
93598,581,67.64596672081058,35131,1
48214,544,6.535352317595287,4197,0
58745,432,9.622023638025865,20587,1
193620,640,73.06667907945678,16510,0
161753,321,57.92272336501411,13496,1
158056,449,53.202914408022274,41451,1
178651,466,43.83715423388373,11762,0
110810,644,63.5048900683999,42088,0
206005,760,59.666857631556404,38877,0
178471,559,30.794403365780568,34953,0
182553,499,42.14864607506066,4168,0
20944,304,41.175310823286395,21001,1
113993,599,37.53399118156301,3103,0
29114,835,56.13501640673905,21541,0
59846,535,65.83297645558814,28903,1
234738,839,76.64679789644728,10832,0
228920,451,35.97597839618671,5643,0
52596,545,57.389119106441804,28419,1
124087,304,47.229897153550546,3959,1
226359,312,18.570416312106968,37303,0
26907,764,27.914162884519765,15457,0
179186,585,68.68737361056031,41446,0
45009,638,65.58329129425198,49570,1
104846,513,68.86319251824278,24034,1
70241,412,8.19025398914539,14433,0
186797,637,79.24944567923343,23506,0
38996,389,46.790914583775226,48900,1
157119,775,42.955223443359216,38633,0
48767,329,60.08066471879608,41059,1
36347,839,14.875919831331581,13175,0
122063,767,22.142495840058686,23098,0
44102,687,75.65361058251878,2128,1
24263,656,20.510734818159403,1054,1
128585,845,30.243822338743712,32450,0
87438,758,23.463911700843955,15310,0
116359,770,41.254011463945915,34025,0
181612,526,65.2968317855852,28473,0
150251,490,67.81770457362855,30398,1
226798,301,29.373254069377012,1651,0
214841,417,10.566762834411248,38305,0
191915,607,13.4404933785191,48129,0
47690,314,66.24565320561976,40217,1
22994,723,37.15638652828757,49117,0
123533,778,66.59316636253615,43125,0
87546,395,6.060568898005737,11000,1
158449,354,7.619574328193567,6959,0
98572,577,28.66126485061542,36422,0
46467,712,20.312256821879647,12314,0
151120,544,53.38980526428958,18522,0
188050,695,48.89880845445971,39413,0
67606,770,72.07269313219582,42675,0
232646,337,64.13463643260673,33048,1
118112,439,12.56034849985121,12565,0
93414,482,71.53253395467421,11565,1
113145,512,14.001519826617423,27038,0
200294,425,19.75449109824058,47898,0
68115,439,42.89823861518116,3160,1
109606,778,13.368722157489614,4092,0
60647,820,22.011148046285204,26081,0
74607,762,38.57830077027804,20029,0
208482,331,23.631873828173315,45497,0
41996,534,75.99543833576722,25844,1
205993,372,17.15031467123229,20622,0
103697,771,47.98912489463218,5823,0
66022,591,42.33805656676652,11208,0
60148,587,38.93813947940085,23868,1
87764,512,22.534708186293578,27266,0
111901,466,19.30617658066646,28366,0
110724,348,27.779929571237233,37434,1
144766,520,49.440624790255406,40824,0
28888,701,48.56574101249983,45587,1
239738,588,62.94049316068803,47675,0
190231,478,27.758776508328083,12215,0
193269,470,58.22047079956941,31813,0
235398,303,71.16202841405948,18446,1
241432,635,69.34215588231329,44245,0
118941,494,39.930720479830114,36954,0
175546,763,54.599598383681084,37948,0
37333,766,67.36932388394581,7028,0
56355,643,16.640355728558696,25064,0
149686,507,76.79949901473809,39025,1
224975,802,50.16399044540546,1202,0
217330,429,26.18300422916885,14887,0
182217,300,44.306432052902736,23888,1
123170,786,60.24789827880703,41465,0
95675,747,66.58871496166233,29849,0
200926,622,28.112656812356136,23490,0
87664,323,30.667888818461513,49470,1
106153,676,66.33897051846708,47569,0
113616,455,67.95635115447638,39949,1
55285,571,56.55061207245826,9573,1
168605,392,56.259055801556485,6534,1
183696,823,23.849819141258074,8793,0
66996,420,76.70872813957851,7354,1
66947,751,68.76620121460374,9873,0
179028,621,70.38056790814264,7438,0
71030,330,19.66718938338462,35929,1
209669,733,78.785577968739,45679,0
62443,428,38.41608218995301,42032,1
148344,752,56.140370114747206,25565,0
249685,735,72.40146388232964,48825,0
85464,806,12.56453843376877,32037,0
148019,616,28.870875697623532,24482,0
155024,763,32.615562437316235,36953,0
207952,627,63.04979697344367,1813,0
203273,408,27.167236032339975,1306,0
140454,825,34.307219963115315,42318,0
144444,774,33.46583265289284,40007,0
132175,691,73.39814312304976,9356,0
62460,412,5.255137362865704,22864,0
173868,585,15.52863429299318,40152,0
182818,646,74.62444706774855,8387,0
237857,560,50.727552480350106,23524,0
20015,606,11.802788927927093,19206,0
69757,333,40.56236494807265,12167,1
177029,468,75.26662726706955,4276,1
101541,644,61.6907085418626,29296,0
41292,445,24.197305499405562,20643,1
142694,831,37.58998847192509,4814,0
182948,837,41.80426270949851,30814,0
211799,545,62.35788534227823,18619,0
67046,640,63.36734301789016,44717,1
34817,380,27.030181509665635,21883,1
242078,490,59.45739305221032,40088,0
29759,582,78.02997550175472,49946,1
199504,788,10.442932436414852,4477,0
26412,334,66.14601239145836,20058,1
208829,593,49.50892334122339,3710,0
40504,341,33.55032312061245,7351,1
128500,469,64.22920293540815,38750,1
28507,693,29.440638172767347,21442,0
41050,487,30.133245459785805,35264,1
155892,595,42.53421696452055,10324,0
158907,684,39.327834302588855,48202,0
244239,363,14.976806713431397,37856,0
120153,380,6.893162870595614,31902,0
33587,484,52.44695275121277,41539,1
77732,760,30.11952824646811,36735,0
71921,644,44.25117590558254,17929,0
196571,837,20.411262490643722,10609,0
137734,537,47.57953802515083,1994,0
150104,595,29.829089873278836,19135,0
157912,786,50.806408112559744,36425,0
216149,668,55.765112203924765,34252,0
51440,598,5.226897621715688,25299,0
55183,389,37.33881493425459,23699,1
116172,739,59.44739123903563,20110,0
153461,828,60.4835073764503,47685,0
206148,387,33.5587540282997,27921,0
134515,323,66.57195469873956,27729,1
143183,631,53.77148646985717,43029,0
86299,357,79.18944232835798,31347,1
240533,763,43.43918137437226,26103,0
243157,488,33.16177307156056,10782,0
135503,763,73.94917507895488,33214,0
59023,521,35.25989212308622,32808,1
201101,652,53.027360430076214,25617,0
59941,350,66.93338639260767,20013,1
240065,387,39.54681319588306,11459,0
205022,521,38.13682621554179,5100,0
141677,787,26.640654071495106,32144,0
238031,466,77.16007119530097,18416,0
96054,400,75.79881686797707,12968,1
85363,723,39.93854672277576,29098,0
81742,824,29.54187315153217,22112,0
248968,446,14.583388826171015,16828,0
65215,561,40.83154553192336,2192,1
67857,445,72.05093386279137,44775,1
75476,787,70.188716562845,34987,0
179245,820,13.716271745267818,12104,0
160467,380,41.441554379488764,19286,1
79768,425,66.17050003727721,20000,1
235815,438,67.62573556318912,46287,0
123591,438,75.07422049159369,37317,1
66229,371,20.23549854569619,34964,1
177711,544,36.11254478875577,8707,0
131706,509,76.58163424319223,11616,1
82583,493,25.32065841535857,49151,0
179996,837,30.11207370617476,9504,0
146011,631,21.924413044081575,35006,0
224041,810,45.40266891819124,22712,0
50104,592,44.730363653951045,33874,0
57594,335,66.28650970526002,5159,1
23664,827,35.96140971306667,29576,0
30528,377,23.76678496228312,3401,1
179262,320,67.30595657184787,17333,1
217105,544,53.71334596018553,8067,0
212233,694,16.719211722468625,31030,0
224249,353,47.763298406238775,22845,0
148404,392,39.490151355609974,9862,1
221251,592,68.43313906376774,23925,0
221664,675,50.123758312758476,37626,0
52899,475,64.33614397390795,23177,1
90979,489,39.76493907011128,40475,0
37241,491,78.530398949223,11462,1
66211,367,64.98431967477084,21132,1
83472,623,49.895086116326844,27580,1
225320,454,65.96160778296283,9762,0
224829,753,29.02561329865383,36765,0
51346,525,78.3083085320393,37127,1
101196,532,36.12409658124342,11579,0
124451,807,32.77903522959727,20877,0
228196,403,64.06746602267994,32653,0
122908,765,52.29384973549875,47637,0
193292,727,62.62252660809159,11372,0
169014,741,63.46628816737526,24303,0
69167,425,52.74199014867151,43618,1
56373,335,68.33858741650965,48377,1
87143,537,59.48182139301339,10029,1
140623,541,48.31023429862086,14513,0
130013,432,62.08638062410681,38706,1
22016,526,42.33721788002462,35649,1
89110,702,41.3943014684193,11995,0
197381,695,30.473944561481584,26081,0
27274,389,68.53692433290253,36137,1
35748,554,27.449013036227907,39128,1
171247,382,23.85258448111778,2152,0
31826,799,21.46832506056367,13797,0
103008,608,54.53723661270924,24585,0
149288,831,19.96139656414691,17801,0
185201,383,70.0670263574532,26259,1
221081,326,57.355199565736946,5775,0
174562,678,64.23675729105135,9833,0
125623,629,15.56188019100225,6186,0
192507,692,6.1231833674652245,30470,0
226089,516,11.095224901878249,7430,0
159592,680,55.78417529784194,29470,0
243023,807,12.748374184901472,18876,0
103106,582,40.41413384702532,37058,0
212949,513,65.22574133167282,2429,0
170870,455,31.824333908351196,13305,0
74638,829,8.528192853632437,47824,0
89072,458,71.25539166199795,40535,1
87309,340,58.119482242881155,25254,1
180966,804,7.640445373369236,18861,0
214035,818,29.3369983917574,41890,0
144724,304,32.924319339633186,21397,1
205639,320,70.15068481414637,32207,1
147843,541,11.438904232573778,26080,0
55326,405,62.74648876304207,40523,1
206131,642,78.06103546140749,6761,0
25079,716,33.91928773893154,17887,0
176910,337,6.782158757431018,34952,0
141412,635,23.011152223871115,42810,0
107340,772,14.503706797027586,8946,0
198181,412,64.17661241820457,10693,0
105211,550,31.354300849313024,19076,0
176666,644,72.37444752909808,27062,0
62749,370,73.54394594739063,1858,1
187364,563,32.655600154662004,35043,0
138192,683,50.35441324499485,32389,0
94534,690,75.81280810803104,43522,0
99233,772,11.470128127328035,40667,0
71818,810,62.97029497600428,39485,0
131910,433,8.675548107472245,8953,0
33429,688,38.27384292954413,12419,0
77748,360,43.434323815858015,14622,1
68807,769,46.20413109007134,6593,0
27140,650,68.67752381230532,29212,1
83226,357,20.48790190568645,26253,1
165973,484,38.07819584813227,20990,0
108815,502,25.575822304485918,2886,0
48525,331,49.27694493696087,13828,1
40491,468,46.861050589732166,46530,1
219888,321,64.0656593875791,41487,1
186052,378,18.312145585397683,2279,0
246597,435,66.20646795066912,29331,0
28078,601,31.138655758099162,27961,0
111654,686,47.65350642884092,4403,0
149101,841,22.12989082598748,40120,0
240593,583,40.812607158087424,23316,0
199776,628,17.490379609139772,36900,0
36997,759,56.39409553544052,25647,0
230882,452,8.4063136017587,20271,0
151940,786,50.08143528217676,4828,0
177470,490,61.33222958555537,28335,0
232650,351,71.12826793610657,38107,1
117356,640,66.32450626994631,33129,0
133711,824,72.08781752869612,1435,0
41246,316,51.08466463973769,38347,1
171633,541,8.889245982055648,39501,0
167326,639,77.79305890905911,32557,0
54512,710,63.35433252382285,27819,0
240604,593,49.48500035270338,35585,0
245226,327,39.46089286208038,46985,0
228467,709,12.315060075915493,15878,0
77865,658,5.785066921420094,27596,0
174652,715,37.638649439362325,31218,0
222031,481,78.00522581130699,49386,0
123393,639,44.430473323219566,44827,0
92144,652,34.42144324447517,35816,0
193557,368,39.14384932005821,13286,0
201693,776,27.38281293971371,26326,0
137363,624,78.25556663052735,19861,0
70665,793,14.99245323819194,45286,0
221484,594,57.13769002691213,7527,0
201675,508,38.860312056307706,44653,0
172110,456,16.441935191133894,21682,1
113542,374,49.08251403319901,10399,1
121311,586,49.6054906490237,18177,0
247418,530,18.48139772818092,35281,0
34325,570,39.57323602348578,28094,1
186964,382,72.3984112940839,37709,1
152825,564,13.555971018820966,29997,0
246139,568,78.16463960255061,10310,0
169068,600,5.616865753607709,33558,0
88811,389,51.711117294908995,41981,1
225355,659,47.11828108841147,27295,0
196283,599,5.855284515200055,9217,0
136737,301,51.52763119933318,28448,1
213892,712,64.76048404814044,9731,0
20824,475,9.384324938635668,39542,1
164952,424,42.63146058479298,16557,0
137718,477,59.755787907440364,46692,1
86617,304,64.4754242329499,26055,1
31517,416,66.71020957241745,34812,1
172755,730,11.118464458613365,2304,0
167948,689,54.76294616981254,46268,0
123068,778,59.04837301081461,16348,0
207426,770,25.606534390048648,1088,0
224874,649,78.13972982333117,45924,0
227791,383,58.873604492282,28385,0
237674,526,73.78022941335551,19170,0
135016,752,57.055413695610724,17911,0
229485,746,14.755237633285324,38612,0
29982,410,24.433370243591057,45198,1
225576,622,36.74791393691467,17627,0
177670,823,37.14992595061152,34848,0
165711,838,53.420522507793606,33315,0
90210,404,48.44218067568708,17341,1
89852,385,11.432882631611644,12137,1
133618,802,68.0413189326188,40613,0
29695,805,69.00130107657353,37660,0
68582,455,68.84214442545888,26184,1
51094,795,21.489266340611984,12137,0
211707,685,28.916854028286703,14769,0
42187,762,60.19276505770314,42069,0
138013,842,35.416728388559875,28848,0
148721,412,38.55960181489559,10958,0
126683,745,49.76345745282568,40114,0
21214,586,7.490449534950731,26737,0
43940,500,7.298693103611921,5119,1
64406,678,9.50076716409841,2422,0
242293,812,21.708175919390392,3180,0
194553,564,78.60493076588659,1937,0
167049,487,12.365195581271134,40344,0
195911,656,71.29542400005293,22620,0
208946,540,13.99559080543141,46838,0
78414,492,60.260137266141996,49553,1
121440,409,52.74763032070753,42217,1
176610,798,59.6064925627784,8716,0
123569,364,11.499879943210857,7411,1
207313,364,61.386588604379675,8887,1
224573,616,29.50480613174068,11403,0
226205,394,23.886027984920638,19954,0
80481,758,51.841871111633374,28947,0
47740,694,12.55327286836863,8452,0
83328,495,23.098030168918314,48809,0
223177,849,46.45905974377853,31206,0
201715,338,63.47847194716888,27146,1
31881,448,70.1684034143069,1574,1
56996,675,36.98460785617857,33927,0
183249,665,78.20167728385384,46555,0
142196,755,63.0244666118091,6045,0
57177,575,35.18588516752182,44305,1
86126,809,34.36247253420964,22719,0
76531,537,37.98677997412509,45762,0
46119,704,61.03968727375157,30269,0
137744,462,28.985368723270305,49985,0
136894,619,12.668716569623264,1443,0
178987,368,47.21274111022962,38389,0
153780,408,51.26438276417176,20794,0
189821,479,75.52461913857178,24457,0
64989,431,15.094967675031153,27427,0
42106,818,45.00635808560798,7272,0
37131,754,21.224183554077243,26703,0
66553,707,61.71830423786915,1388,0
209216,484,31.536154041981234,22773,0
26553,756,52.84592638376936,22978,0
37881,804,17.93028602752573,23529,0
21379,809,48.58217877334685,9174,0
110791,589,6.145194448029785,13573,0
125664,544,68.05594598422593,39282,0
89306,337,49.281485533119955,23820,1
170798,414,21.538219729487903,9080,0
160160,797,30.091443953375695,22094,0
185386,636,16.248219081955924,8459,0
206113,758,55.47581238627004,49179,0
124512,418,33.10057100160985,4834,1
36350,355,76.57420355060297,30778,1
119599,723,72.1017969233472,2391,0
101397,419,66.06124836688602,30832,1
99509,349,24.867699910005893,32714,1
37769,664,26.85624273781808,28508,0
198321,672,35.66404309106911,15472,0
233934,661,73.87093758658034,43273,0
121584,381,40.52592290133143,8721,1
66365,347,12.185535007472133,9844,1
70185,537,22.498926566696575,12764,1
153858,681,8.570670482241125,20789,0
146525,688,9.311816129061913,49441,0
152692,634,74.21631785180061,29183,0
56303,486,51.27401598900967,2773,1
39589,419,12.598412590787866,33290,1
22882,656,48.77707425646574,7414,1
213320,662,77.85190538873997,30008,0
200394,462,6.139198523115264,37336,0
149236,307,60.87825904755759,45733,1
175596,616,18.227047579182333,14506,0
29745,326,33.282210615517386,46504,1
35861,575,13.557229600016111,39861,0
111707,771,5.484381680753851,44100,0
242807,776,12.53235354253061,38165,0
74261,477,47.958691546073155,11727,1
153909,659,72.58204306879792,28472,0
94135,535,6.615370838924515,15552,0
232519,332,9.713749309690579,17757,0
74380,840,17.21617129823927,2384,0
106089,844,77.98126930055177,32530,0
125025,399,17.766614599978716,42690,1
200903,629,40.20759813376058,8370,0
240421,364,8.139683826536526,22066,0
189327,421,68.80123184747961,40027,1
180592,775,76.06558482964313,37087,0
180613,426,61.71695130514625,17657,1
216844,485,47.24513048606398,40635,0
178422,390,23.66468465348968,30614,0
64397,345,18.416302745436557,13623,1
97085,324,43.67009539189108,36624,1
83865,648,26.79307885126104,21929,0
75956,734,55.28347383963419,43880,0
178525,629,24.882018559970806,22633,0
213417,593,17.766557704915684,28857,0
120727,545,48.61616834323456,3272,0
163978,465,62.06297480975244,41806,0
34988,556,10.532300500211793,11482,0
178795,651,51.43407991062674,47558,0
53800,488,66.1624868317061,27731,1
190179,574,5.475338412539256,8397,0
178502,333,21.794825849730767,31746,0
183607,789,27.39328882220917,32514,0
219548,798,6.053418886253363,16979,0
107329,544,55.84907001888454,31572,1
228870,553,36.45389938519105,1513,0
72284,408,53.55331117780712,22167,1
76232,622,35.36974475459204,29048,0
64420,413,18.045125269399374,47630,1
57710,784,43.68234296608535,9493,0
223569,577,59.24380368098049,19306,0
112035,328,16.602526762554735,37606,1
191570,697,31.53121840567854,29352,0
51283,521,60.084091255866845,13060,1
217241,617,54.22931295615496,48216,0
223430,570,79.96574347966349,31238,0
213529,697,18.01105546968266,37934,0
45968,750,30.806398384954296,39388,0
82508,642,19.856783473686605,8346,0
214292,680,23.311638062828944,23988,0
133435,675,19.678248669441167,3407,0
105366,639,79.18211549045927,34977,1
25738,306,53.47636730892161,19068,1
23098,572,11.348172900195781,9985,0
115424,587,44.04226605703199,5957,0
224705,483,11.211539288052462,5158,0
98672,485,34.28973226524593,6564,1
58244,779,53.01058182380287,6307,0
159325,556,8.559067851644295,2329,0
74333,803,8.478190783561077,2025,0
145349,409,23.794844315864346,43734,0
70969,447,54.43034141286915,42598,1
110744,513,74.34278728585295,25039,1
221495,736,25.38513126057716,30805,0
137286,633,76.7357310254424,21485,0
195483,728,46.123301232646114,6531,0
95028,395,42.70836782203538,28837,1
55421,347,12.740226637662959,16506,1
152526,577,76.65970412302055,37694,0
168594,502,64.36016328091151,1687,0
58575,498,5.243167773944039,30280,0
23192,807,64.46959075064164,27044,1
131116,628,46.50058098624966,8416,0
206340,423,12.480747905246135,21351,0
147874,499,57.594936986236185,6403,0
101311,374,54.9555247245296,44917,1
161474,456,56.150353053398526,21549,1
229682,433,70.672201989866,36154,0
100781,611,62.0065130202958,33129,0
56527,419,73.32378716784449,3758,1
72181,311,33.65862016736578,22597,1
111472,844,47.16328808300877,2914,0
178074,419,78.93521312924332,20105,1
101219,382,49.2606361156967,9713,1
163532,527,36.68001771635779,39073,0
139783,485,40.038203546269266,34059,0
181554,510,60.4052238160995,43861,0
167519,342,32.387190699110114,15623,0
199300,808,8.608210761236212,43394,0
103265,372,73.59651601967909,4020,1
70126,318,41.142558342866145,9993,1
40545,464,43.90809871557511,34420,1
75114,566,32.14648814684914,35039,0
113740,739,74.00859833809483,21697,0
226422,427,18.844358778877073,8803,0
208873,752,34.30411069188122,30504,0
33890,600,33.44830801672539,22256,1
141284,617,42.716635648549286,6865,0
72482,333,77.68394191312282,12095,1
214469,397,20.016212852566433,36489,0
152812,509,52.62601088986267,25530,0
181193,615,46.84042161697559,1598,0
162290,619,24.67757467412304,46380,0
91591,734,36.00224724878105,37628,0
108241,555,36.670883353692034,20634,0
54722,704,22.372307523826404,33052,0
69431,753,41.33642132005295,10168,0
202615,488,18.9320431482585,17897,0
62000,687,20.485547740086464,24922,0
91975,442,68.67599280073495,19564,1
50921,521,75.03625517875648,19058,1
119265,739,34.22324909408758,3662,0
108747,831,5.7836890320149035,5615,0
181686,579,71.77046442758274,29875,0
212261,547,64.34322293806912,19573,0
37601,415,36.19827018459823,49578,1
113332,704,51.45833892596792,30138,0
143254,554,73.55633546625926,19130,1
222615,596,79.06812753992904,15726,0
171586,824,39.94803130941668,8494,0
234384,633,40.1853927105675,9484,0
218684,370,70.33526215227472,16779,1
241958,358,60.934902500065206,43070,0
139004,350,64.70924379204706,29774,1
167364,315,51.42432135100828,31389,1
182582,803,32.368488757289256,18089,0
48000,350,19.31046049276064,6199,1
150439,427,76.46401393920858,28683,1
139277,469,16.404921004131452,13342,0
50383,479,38.57294804877416,25656,1
162857,627,40.834352497430125,14158,0
60910,600,71.79204196177547,44420,1
190100,550,58.25730593108429,49919,0
175927,817,23.03847500890161,7726,0
44281,561,20.032081315155033,10789,1
133838,390,76.03504299911978,12392,1
24841,493,8.271634534915707,26422,1
117204,628,72.11397679224251,10965,0
80155,363,21.352123740050143,40653,1
177990,593,11.748734873047107,22554,0
76313,525,26.296723920276484,13960,0
131688,744,46.41552616897461,41541,0
168515,633,69.54895391184161,29624,0
183322,362,55.74436898430228,36281,1
152994,796,62.98619277694235,25374,0
51976,831,73.53458201568424,32759,0
163063,758,5.412380732671417,25789,0
124405,632,53.83185596602497,29106,0
73744,544,33.909038771265585,41526,1
173805,363,50.9670187142684,2084,1
22473,565,8.964735872483871,45328,0
159180,461,16.278823627095953,39362,0
48715,344,58.846512470705235,19911,1
183282,324,71.10939184670049,48059,1
57317,599,42.320004666498484,49134,1
85516,524,19.5364559460655,24396,0
184434,373,60.258901854789436,36396,1
74604,415,8.857121606680305,48165,1
24889,451,59.671550077515334,35217,1
240629,390,65.65212775134114,11513,0
93748,588,9.573646524549854,25243,0
51971,391,35.25373672017324,27977,1
70551,686,14.18076939123716,32100,0
154273,714,66.53694314705484,49704,0
128957,840,66.53590654442982,9935,0
109882,471,74.17424351280904,39811,1
57958,671,14.922073346616667,18769,0
230323,797,58.994280670236286,28509,0
25681,535,71.68108961754898,25437,1
121982,341,38.03017086825391,30302,1
66870,448,29.62033481304639,45573,1
148396,777,58.58672685153554,18204,0
233328,419,35.48752772931364,11866,0
87203,828,38.40536389839954,28793,0
179224,840,59.15372377169439,39256,0
70061,347,38.939642962673375,36551,1
208691,685,66.81928519337224,30438,0
78235,427,57.88475447105234,15476,1
224812,801,76.01529822655061,6306,0
57890,746,45.42338318522913,40099,0
110073,338,54.3834952938034,19867,1
81401,772,9.442483206939968,47758,0
31217,432,62.965899650077404,45966,1
68351,418,51.659164827823325,24273,1
53741,623,41.06594165177307,25971,1
171726,351,77.8959861702304,6385,1
212386,435,34.66092734526685,7620,0
21408,703,15.155883300490457,42818,0
62903,468,25.939645799030203,42184,1
235280,847,73.30474448360806,9975,0
127042,816,20.722658968908426,28323,0
152290,659,77.43181199756408,6843,0
201644,536,55.96072850829865,14709,0
209870,367,20.13773115558528,44341,0
142189,449,9.979347234707117,10997,0
129268,780,40.45465456792429,13264,0
50105,714,42.69988947225607,25011,0
89634,520,31.161651396013667,9261,0
137426,560,8.39871854187234,34437,0
216135,565,74.35151679846781,29324,0
158691,758,49.89750272092973,32733,0
163011,355,41.333471615564406,19320,0
38226,707,31.75317566187461,35493,0
45322,768,55.76571273110587,14726,0
137504,542,44.61082601063866,26300,0
78215,813,68.58790846003524,43373,0
167950,468,46.75334126438066,4320,0
157632,732,44.13702829128402,13075,0
189350,584,19.881718800041597,31943,0
187284,753,10.53298948086941,14721,0
114835,487,20.834324471184026,24107,0
93079,595,17.101529067840794,34224,0
43946,822,59.283890744342955,20179,0
182812,681,24.178224580322627,13654,0
130733,642,55.68329673038745,30505,0
27253,522,48.61259624387787,26912,1
99311,634,23.80714538660472,46593,0
52813,756,50.91287424530061,35523,0
